School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes
6722275,Tynyrheol Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Llangeinor,Llangeinor,Bridgend,,CF32 8PN,01656 815820,53
6722279,Croesty Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coychurch Road,Pencoed,Bridgend,,CF35 5LY,01656 815890,225
6722288,Corneli Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656 754870,267
6722292,Llangewydd Junior School,672,Bridgend,Primary,Community,EM,English medium,Juniors,---,Llangewydd Road,Cefn Glas,Bridgend,,CF31 4JT,01656 815530,366
6722296,Porthcawl Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Lane,Porthcawl,,,CF36 5EY,01656 815660,186
6722298,Ysgol Gymraeg Bro Ogwr,672,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Princess Way,Brackla,Bridgend,,CF31 2LN,01656 815580,407
6722300,Cefn Glas Infants,672,Bridgend,Primary,Community,EM,English medium,Nursery & Infants,---,St Winifred's Road,Cefn Glas,Bridgend,,CF31 4PL,01656 815690,185
6722301,West Park Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,West Road,Nottage,Porthcawl,,CF36 3SN,01656 815510,421
6722304,Afon Y Felin Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol y Parc,North Cornelly,Bridgend,,CF33 4PA,01656 815750,141
6722342,Tondu Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Street,Aberkenfig,Bridgend,,CF32 9BE,01656 815720,228
6722358,Ysgol Y Ferch O'r Sger,672,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656 754865,166
6722363,Ysgol Gynradd Gymraeg Calon Y Cymoedd,672,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Betws Road,Betws,Bridgend,,CF32 8TD,01656 815810,194
6722367,Maes Yr Haul Broadlands,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Broadlands,Ffordd Tirion,Bridgend,,CF31 5EG,01656 815600,521
6722368,Bryncethin Primary,672,Bridgend,Primary,Community,EM,English medium,Infants & Juniors,---,Heol Canola,Bryncethin,Bridgend,,CF32 9TH,01656 815840,276
6722369,Ogmore Vale Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aber Road,Ogmore Vale,Bridgend,,CF32 7AJ,01656 815640,381
6722370,Pencoed Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penprysg Road,Pencoed,Bridgend,,CF35 6RH,01656 815730,596
6722371,Oldcastle Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,South Street,Bridgend,,,CF31 3ED,01656 815790,452
6722372,Brackla Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brackla way,Brackla,Bridgend,,CF31 2EZ,01656 815570,343
6722373,Caerau Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Library Road,Caerau,Maesteg,,CF34 0PA,01656 815830,459
6722374,Litchard Primary,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garfield Avenue,Litchard,Bridgend,,CF31 1QB,01656 815685,487
6722375,Tremains Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Channel View,Brackla,Bridgend,,CF31 2NL,01656 815900,458
6722376,Mynydd Cynffig Primary School,672,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pwll-Y-Gath Street,Kenfig Hill,Bridgend,,CF33 6ET,01656 815760,449
6723013,Penyfai Church In Wales,672,Bridgend,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Heol Eglwys,Penyfai,Bridgend,,CF31 4LX,01656 815930,241
6723311,St. Mary`s & St. Patrick`s,672,Bridgend,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Monica Street,Maesteg,Bridgend,,CF34 9AY,01656 732349,226
6723315,St. Robert's Rc Primary,672,Bridgend,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Danylan,Aberkenfig,Bridgend,,CF32 9AB,01656 815515,196
6723322,St Mary's R C Primary School,672,Bridgend,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Llangewydd Road,Bridgend,,,CF31 4JW,01656 815560,259
6723323,Archdeacon John Lewis C In W,672,Bridgend,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,C.I.W. Primary School,Brackla Way,Brackla,,CF31 2JS,01656 815520,168
6724059,Cynffig Comprehensive,672,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,East Avenue,Kenfig Hill,Bridgend,,CF33 6NP,01656 740294,764
6724068,Bryntirion Comprehensive.,672,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Merlin Crescent,Cefn Glas,Bridgend,,CF31 4QR,01656 641100,1193
6724071,Maesteg Comprehensive School,672,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ffordd Dysgu,Maesteg,Bridgend,,CF34 0LQ,01656 815950,1063
6724076,Pencoed Comprehensive,672,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Coychurch Road,Pencoed,Bridgend,,CF35 5LZ,01656 867100,901
6724078,Brynteg School,672,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ewenny Road,Bridgend,,,CF31 3ER,01656 641800,1404
6724080,Porthcawl Comprehensive School,672,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,52 Park Avenue,Porthcawl,Bridgend,,CF36 3ES,01656 774100,1221
6724085,Ysgol Gyfun Gymraeg Llangynwyd,672,Bridgend,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Llangynwyd,Maesteg,Bridgend,,CF34 9RW,01656 815700,622
6724086,Coleg Cymunedol Y Dderwen,672,Bridgend,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heol Yr Ysgol,Tondu,Bridgend,,CF32 9EL,01656 815920,1224
6724601,Archbishop McGrath Catholic High School,672,Bridgend,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Oak Tree Way,Brackla,Bridgend,,CF31 2DN,01656 815500,879
6727003,Heronsbridge Special School,672,Bridgend,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Ewenny Road,Bridgend,,,CF31 3HT,01656 653974,245
6727012,Ysgol Bryn Castell,672,Bridgend,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Llangewydd Road,Cefn Glas,Bridgend,,CF32 9NZ,01656 815595,157
6731011,Cogan Nursery School,673,The Vale of Glamorgan,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Cawnpore Street,Cogan,Penarth,,CF64 2JU,02920 701193,64
6731013,Bute Cottage Nursery School,673,The Vale of Glamorgan,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Bute Lane,Off Grove Place,Penarth,,CF64 2ET,02920 702957,89
6732109,Albert Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albert Road,Penarth,,,CF64 1BX,02920 707682,443
6732111,Barry Island Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clive Road,Barry Island,Barry,Vale of Glamorgan,CF62 5UZ,01446 733807,252
6732114,Cogan Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,Infants & Juniors,---,Pill Street,Cogan,Nr. Penarth,Vale of Glamorgan,CF64 2JS,02920 708497,206
6732115,Colcot Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Florence Avenue,Barry,Vale of Glamorgan,,CF62 9XH,01446 735719,328
6732117,Fairfield Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dryden Road,Penarth,,,CF64 2RT,02920 709035,329
6732118,Gladstone Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gladstone Road,Barry,,,CF62 8NA,01446 735321,454
6732120,High Street Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,St  Paul's Avenue,Barry,Vale of Glamorgan,,CF62 8HT,01446 734553,245
6732122,Holton Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Holton Road,Barry,,,CF63 4TF,01446 734844,448
6732124,Jenner Park Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hannah Street,Barry,Vale of Glamorgan,,CF63 1DG,01446 735587,238
6732126,Llancarfan Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,Infants & Juniors,---,Llancarfan,Bonvilston,Barry,,CF62 3AD,01446 781375,69
6732127,Llanfair Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,The Herberts,St Mary Church,Nr. Cowbridge,Vale of Glamorgan,CF71 7LT,01446 772245,148
6732128,Llangan Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangan,Nr. Bridgend,Vale of Glamorgan,,CF35 5DR,01446 772403,118
6732131,Palmerston Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pen-y-Bryn,Cadoxton,Barry,,CF63 2XL,01446 747393,234
6732133,Rhws County Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fontygary Road,Rhoose,Barry,,CF62 3DS,01446 710258,436
6732136,Sully Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Burnham Avenue,Sully,Penarth,,CF64 5SU,02920 530377,401
6732138,Victoria Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cornerswell Road,Penarth,,,CF64 2UZ,02920 709225,499
6732144,St Athan Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rock Road,St Athan,Barry,,CF62 4PG,01446 751480,235
6732146,St Illtyd Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Station Road,Llantwit Major,,,CF61 1ST,01446 796335,379
6732148,Evenlode Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,Infants & Juniors,---,Evenlode Avenue,Penarth,Vale of Glamorgan,,CF64 3PD,02920 702168,414
6732149,Llandough County Primary,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dochdwy Road,Llandough,Penarth,,CF64 2QD,02920 702835,240
6732151,Y Bont Faen Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Borough Close,Cowbridge,Vale of Glamorgan,,CF71 7BN,01446 772374,261
6732152,Ysgol Pen-y-Garth,673,The Vale of Glamorgan,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,1 Heol Tircoch,Penarth,,,CF64 2QN,02920 700262,386
6732156,Ysgol Gymraeg Sant Baruc,673,The Vale of Glamorgan,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,St Paul's Avenue,Barry,,,CF62 8HT,01446 735595,245
6732163,Oak Field Primary And Nursery School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Amroth Court,Caldy Close,Gibbonsdown,Barry,CF62 9DU,01446 744606,191
6732165,Ysgol Iolo Morganwg,673,The Vale of Glamorgan,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Broadway,Y Bont-Faen,,,CF71 7ER,01446 772358,204
6732178,Ysgol Gymraeg Sant Curig,673,The Vale of Glamorgan,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,College Road,Barry,,,CF62 8HQ,01446 744222,441
6732179,Ysgol Gymraeg Gwaun Y Nant,673,The Vale of Glamorgan,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Amroth Court,Caldy Close,Gibbonsdown,Barry,CF62 9DU,01446 421723,252
6732181,Cadoxton Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,Infants & Juniors,---,Victoria Park Road,Barry,Vale of Glamorgan,,CF63 2JS,01446 741518,487
6732182,Romilly Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Romilly Road,Barry,,,CF62 6LF,01446 736934,738
6732184,Ysgol Gymraeg Dewi Sant ,673,The Vale of Glamorgan,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ham Lane East,Llantwit Major,,,CF61 1TQ,01446 709595,215
6732185,Dinas Powys Primary School,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cardiff Road,Dinas Powys,,,CF64 4JU,02920 512151,465
6732186,Ysgol y Ddraig,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ham Lane East,Llantwit Major,,,CF61 1TQ,01446 792368,347
6733037,St Nicholas C/W Primary School,673,The Vale of Glamorgan,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,St Nicholas,Cardiff,,,CF5 6SG,01446 760239,123
6733047,Peterston-Super-Ely Primary,673,The Vale of Glamorgan,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Heol Llanbedr,Peterston Super Ely,Cardiff,,CF5 6LP,01446 760328,183
6733057,Gwenfo C/W Primary School,673,The Vale of Glamorgan,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Old Port Road,Wenvoe,Cardiff,,CF5 6AN,02920 593225,248
6733320,St Brides C W Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Heol yr Ysgol,St Brides Major,Bridgend,Vale of Glamorgan,CF32 0TB,01656 880477,237
6733321,Wick And Marcross C/W Primary,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Church Street,Wick,Cowbridge,,CF71 7QE,01656 890253,141
6733363,Pendoylan C/W Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Pendoylan,Nr. Cowbridge,Vale of Glamorgan,,CF71 7UJ,01446 760272,216
6733364,St Andrew's C/W Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,St Andrew's Road,Dinas Powys,Vale of Glamorgan,,CF64 4HB,02920 513089,235
6733365,Llansannor C/W Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llansannor,Ystradowen,Cowbridge,,CF71 7SZ,01443 223545,244
6733367,St David's Church-In-Wales,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Colwinston,Vale of Glamorgan,,,CF71 7NL,01656 656447,165
6733368,St. Joseph's Rc Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Sully Road,Penarth,,,CF64 2TQ,02920 702864,224
6733372,All Saints Cw Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Plas Cleddau (Off Severn Road),Cwm Talwg,Barry,Vale of Glamorgan,CF62 7FG,01446 745726,245
6733373,St Helen's Catholic Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Maes-Y-Cwm Street,,,Barry,CF63 4EH,01446 732834,322
6734060,Llantwit Major School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ham Lane East,Llantwit Major,Vale of Glamorgan,,CF61 1TQ,01446 793301,972
6734065,Cowbridge Comprehensive School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Aberthin Road,Cowbridge,Vale of Glamorgan,,CF71 7EN,01446 772311,1527
6734067,St Cyres Comprehensive School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,St Cyres Road,Penarth,The Vale of Glamorgan,,CF64 2XP,02920 708708,1156
6734068,Whitmore High School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Port Road West,,Barry,Vale of Glamorgan,CF62 8ZJ,01446 411411,922
6734069,Pencoedtre High School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Merthyr Dyfan Road,,Barry,Vale of Glamorgan,CF62 9YQ,01446 403500,872
6734612,St Richard Gwyn Catholic High School,673,The Vale of Glamorgan,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,Argae Lane,Barry,Vale of Glamorgan,,CF63 1BL,01446 729250,795
6735400,Stanwell School,673,The Vale of Glamorgan,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Archer Road,Penarth,The Vale of Glamorgan,,CF64 2XL,02920 707633,2001
6735500,Ysgol Gymraeg Bro Morgannwg,673,The Vale of Glamorgan,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Heol Colcot,Barry,,,CF62 8YU,01446 450280,1266
6737024,Ysgol Y Deri,673,The Vale of Glamorgan,Special,Community,NA,Not applicable,Special (with post-16 provision),---,Sully Road,Penarth,,,CF64 2TP,02920 352280,277
6742044,Penderyn Primary,674,Rhondda Cynon Taf,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Pontprenllwyd,Penderyn,Aberdare,,CF44 9JW,01685 811259,218
6742045,Oaklands Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes Y Deri,The Oaklands,Aberaman,Aberdare,CF44 6TF,01685 882577,223
6742052,Alaw Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Egypt Street,Trealaw,Tonypandy,Rhondda Cynon Taf,CF40 2UU,01443 432350,191
6742053,Abernant County Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Richmond Terrace,Abernant,Aberdare,,CF44 0SF,01685 871597,98
6742060,Cilfynydd Primary,674,Rhondda Cynon Taf,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ann Street,Cilfynydd,Pontypridd,Rhondda Cynon Taf,CF37 4EN,01443 486827,139
6742061,Brynnau Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,William Street,"Brynna, Llanharan",Pontyclun,,CF72 9QJ,01443 237828,252
6742066,Coedpenmaen County Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, Coedpenmaen Close,Pontypridd,Rhondda Cynon Taf,,CF37 4LE,01443 486828,266
6742069,Bodringallt Primary School.,674,Rhondda Cynon Taf,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Bodringallt Terrace,Ystrad,Pentre,,CF41 7QE,01443 434292,106
6742070,Blaengwawr Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gwawr Street,Aberaman,Aberdare,Rhondda Cynon Taf,CF44 6YP,01685 871064,216
6742072,Coedylan Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tyfica Road,Graigwen,Pontypridd,,CF37 2DB,01443 486829,150
6742077,Caegarw Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Troed Y Rhiw Road,Caegarw,Mountain Ash,Rhondda Cynon Taf,CF45 4BH,01443 473730,176
